"","Comp.1","Comp.2","Comp.3"
"291",-4.62354792932998,4.43398400311909,-1.21779981452704
"292",-4.78468829593652,4.75752396585965,-0.586743406234891
"293",-4.78461998131063,4.40786832088207,-1.08280880407745
"294",-5.10699301594626,5.21103766658736,-0.462506575911461
"295",-5.04359383455585,5.378726904202,-1.10320742650525
"296",-5.07249688695198,5.82217826390201,-1.23870356879434
"297",-5.05233151428094,5.40317174679909,-0.997839793251331
"298",-4.69609435957573,4.3816200628115,-1.68792027188183
"299",-4.67791857240818,4.45177548915379,-0.812167124851782
"300",-4.34206897438617,3.56896188841001,-1.37501151245664
"301",-4.49480146457566,3.90102188351042,-0.960056380088503
"302",-4.37867854467276,3.70792242604323,-1.17791856118609
"303",-4.42083999742973,3.48821425398184,-0.690721930760936
"304",-4.34529005123226,3.49254734895955,-0.794365385856075
"305",-4.18603399956301,3.55017487998674,-0.763253400066457
"306",-4.10713646006661,3.29850051455161,-0.587385328688267
"307",-4.07701612973482,3.69744965073456,-0.569613758362672
"308",-4.11315723869124,3.56114264064286,-0.0449902039561048
"309",-4.07391350245122,3.65081819365244,0.0745387947464903
"310",-4.13245879401616,3.54649806469606,0.0725528080447886
"311",-3.93520029918745,3.64928393080211,-0.0616407873757591
"312",-4.0015421097907,3.99104283729696,1.15392854010937
"313",-4.0939811778327,3.71642420869491,1.52795608210756
"314",-4.02833837267673,3.41921016688027,0.914058447959556
"315",-3.96708668500392,3.29029714510758,1.26297223234497
"316",-3.98270048409522,2.99119855960744,1.68856891061267
"317",-3.68341110602824,2.8149089590974,1.15899473866113
"318",-3.66279342177784,2.73697632841718,1.14966917466758
"319",-3.56407618011722,2.54400946785163,1.12480823881331
"320",-3.42298885579637,2.2744133514307,1.06174640378454
"321",-3.15634906659428,2.12599123637468,0.563008759566932
"322",-3.15774368310741,2.1939550809386,0.515254414542557
"323",-3.13957294702142,2.26634722539877,0.60626621392638
"324",-3.5470564051547,3.11160320137654,2.41665002829813
"325",-3.36558595921046,2.50398950882216,1.59318715669504
"326",-2.99874276696338,1.92539858499907,1.70530199664931
"327",-3.00030891835274,1.93117516144204,1.55193680516168
"328",-2.93822288940355,2.08442222043845,0.731088002289741
"329",-2.95192111832436,2.51296458586719,0.690684812606586
"330",-2.83607708376859,2.4262158962978,0.658078428435934
"331",-2.71617588175495,2.41756654032644,0.697898726600482
"332",-2.66629477060203,2.47747795354235,0.729779854179645
"333",-2.89403419233452,2.75000124605118,0.81307137326187
"334",-2.72410481917723,2.8030619943033,0.353637423933183
"335",-2.76263162283945,2.5260887883309,0.739285088838065
"336",-2.56578910124611,2.46774938458228,-0.144303130027988
"337",-2.50127221299651,2.71778642651619,-0.478770713419287
"338",-2.49988387910245,2.62289407764017,0.474695786497534
"339",-2.62138569738085,2.52222324194567,0.919108950558865
"340",-2.60166452712366,2.82377390213721,0.890255408278073
"341",-2.48309870043042,2.9162260555011,0.441193201756202
"342",-2.60665942435044,3.2367981961724,0.975423829025371
"343",-2.61195349800433,3.31542306862524,0.775027677256463
"344",-2.63332021247996,3.52969127783102,0.721267827776927
"345",-2.66298587745685,3.74461790010385,0.941868351749777
"346",-2.59805148559235,3.78271048758665,1.57146852007997
"347",-2.61940605448106,3.5996938855703,1.5369586383601
"348",-2.75793311062907,3.70384681520751,1.62574008859825
"349",-2.80940379929205,4.09425416415918,1.80593246990267
"350",-2.71281680851971,4.25074327511946,1.28056569589465
"351",-2.7048783166313,4.57585436128426,0.974981693278062
"352",-2.68292614062343,4.66425399386211,1.18606116509774
"353",-2.70026590768093,4.92622161806468,1.14534833960414
"354",-2.66230818973219,4.98156963790282,1.22601155530044
"355",-2.62403670651123,4.77060872938048,1.21233574562018
"356",-2.44402492614211,4.4653457569958,0.97101913420112
"357",-2.44005775426275,4.51793984359989,0.70766483555295
"358",-2.45411810583152,4.45267119422768,1.09868156620593
"359",-2.37289259664313,4.18851854291904,0.764514850109585
"360",-2.23603138011956,4.2729733506754,0.609596794079592
"361",-2.39019515696169,3.98417037015562,2.03169212844835
"362",-2.27581941989866,3.91139843623531,0.660531467743882
"363",-2.01239344470708,3.94017161948301,0.0787569001493511
"364",-2.04707814035197,4.00378231096721,-0.639809325029226
"365",-1.8582485585435,3.8823841970649,-0.806838464298227
"366",-1.78409994385539,4.10393451880429,-0.610821548625063
"367",-1.74527087323147,4.04972208021374,-0.884478972655063
"368",-1.68299711985361,4.19917570858276,-1.29091319780666
"369",-1.5739171706914,4.38139685136706,-1.69751660516709
"370",-1.5789196706361,4.33203034558805,-2.28574693576675
"371",-1.62654966002471,4.03250688565168,-2.26518554289597
"372",-1.38801305755536,3.56188756149143,-2.95960280039967
"373",-1.21011276589315,3.57155062590688,-3.78679027487665
"374",-1.18244591054855,3.04196835291734,-3.57299228637196
"375",-1.1264421716459,2.89529744752527,-3.85671639916317
"376",-1.03578128345905,2.74586757350322,-3.58145872031974
"377",-0.945157403656967,2.81125876372273,-3.40887466464462
"378",-0.857562158979245,2.70793025164762,-3.30913185551531
"379",-0.780730572444047,2.67019097999275,-3.13321097102582
"380",-0.743718475289407,2.67193946613912,-3.15203122880107
"381",-0.607774954113813,2.5641082942603,-3.14556445077987
"382",-0.590004058040574,2.41631797842404,-3.06445118759176
"383",-0.426403927035669,2.23543704998299,-3.12615671825096
"384",-0.400337318603328,2.06606948042398,-3.09384148678795
"385",-0.34309020186368,1.74685873004274,-2.9456864470745
"386",-0.315866481531216,1.74423943438861,-2.62175660669085
"387",-0.185276704314724,1.54770348659892,-2.78089323569197
"388",0.0932551322359773,1.43284449360011,-3.2371592799813
"389",0.0791300935203124,1.68168232630802,-2.87170489662476
"390",0.176138516665482,1.65625504504046,-3.23911897175855
"391",0.317055885137263,1.35393400242912,-3.10492300422169
"392",0.228662345521676,1.44293236554563,-2.7858806319659
"393",0.302880209801372,1.55386785262018,-2.80513953156699
"394",0.418889105468399,1.40125486611841,-2.59486260254448
"395",0.488808728536104,1.18083682352074,-2.72766695516404
"396",0.572099241622922,0.849918192131606,-2.6282383105611
"397",0.539738378203346,1.20337736545128,-2.28278714281932
"398",0.614267340340627,1.33701938603903,-2.10275222252341
"399",0.637204131668666,1.41565825717709,-2.608051206575
"400",0.73363092009528,1.33490087180222,-1.94624507954657
"401",0.643054172970685,1.30978025188477,-1.94987126070106
"402",0.637972709813877,1.23942537905933,-1.86071663885055
"403",0.695809276434109,1.31037409130101,-1.65633137924254
"404",0.706212536464174,1.26901194331212,-1.25532181757708
"405",0.693804864540656,1.31412473089919,-0.810585926703608
"406",0.760473188213624,1.23387115725064,-0.661617812306989
"407",0.777080605161897,1.12335106713504,-0.532459246263048
"408",0.753373323970813,1.17706259545592,0.0751608336118548
"409",1.03713119507269,1.49406599966256,-0.647453043587924
"410",0.918080496819193,1.38567437400442,-0.891992270516058
"411",0.974876421733761,1.25036647167462,0.0769680902507099
"412",0.905337708357154,1.34717910028154,-0.072961333929594
"413",0.874243064957176,1.49431092615913,0.275476479986376
"414",0.906557078361234,1.86521988338362,0.111610725668026
"415",0.928523725446377,1.75837741651546,0.0692814814778414
"416",0.940050311390738,1.97156074086116,0.244236882966338
"417",0.848652571773138,2.19598725498833,0.426177537424672
"418",1.00232051441316,1.84751264988016,0.335054053737512
"419",0.777388265681698,2.25923361911051,0.595631721580287
"420",0.845771100945233,2.10530163658483,0.873005758364959
"421",0.972547546446455,2.37758554591243,0.491779065454119
"422",0.88504349526704,2.9144410558922,0.471552150644189
"423",0.911305765466145,3.01209303354291,0.326868447693143
"424",0.777829841668087,3.29556752669771,0.121503831993344
"425",0.834940111664278,3.22912876948869,0.405158998389233
"426",0.851470630253492,3.36149831793569,0.797602659089109
"427",0.884135074631905,3.28493877400726,1.07195238441182
"428",0.998744372335923,3.15681624023706,1.0659033104261
"429",1.03073785638507,3.30931203595996,1.24994345870023
"430",1.00457562015112,3.12249467655024,1.25661416963249
"431",1.06249560915787,3.28031406993248,1.49374244290499
"432",1.12875600503874,3.13472089856879,1.47589139597065
"433",0.88463048958817,3.46521652732354,0.974404952885314
"434",1.30896773497514,2.98110466484763,1.58526393749193
"435",1.31677083204924,2.87719769216663,1.19360254199275
"436",1.38608822818381,2.7169508675639,1.40190859229517
"437",1.51930932859422,2.8306763044321,1.31859350596102
"438",1.61507027882037,2.65744853861831,1.39315880238183
"439",1.44699390265526,2.83748461427182,1.44027870948375
"440",1.51421602677426,2.59016242356488,1.69187926294421
"441",1.64321596288946,2.65776988309704,1.50590147033222
"442",1.7056498711709,2.65573712047663,1.25808878226818
"443",1.75321871423652,2.8959265795469,1.80886939708385
"444",1.89276210358887,2.75189257543878,1.58780283855451
"445",1.8398053652568,2.78970894171664,1.28268058245706
"446",1.90719064685438,2.67387724728671,2.05973429691049
"447",1.96636631974864,2.85615333756292,2.03537286775387
"448",1.97159270884827,2.9156815376416,2.00910703967758
"449",2.01494278434352,2.98078780003474,1.97130865631672
"450",2.00427193443669,3.13142225773928,2.16388745692142
"451",2.11417802156106,2.96791984556469,2.29629422794165
"452",2.19220025320508,3.08691702562358,2.35999308887886
"453",2.1762117186215,3.13284584229187,2.91211806188755
"454",2.30230234987446,3.17396984423102,2.98179267541833
"455",2.29497937969208,3.05272976722933,3.151837431815
"456",2.31268320033321,2.97728752734668,3.27928369571088
"457",2.16651018414371,3.2308008588222,3.67072610766591
"458",2.12871884597444,3.07863057520137,3.98421202894151
"459",2.26510248162057,3.26210438460446,3.56538527947562
"460",2.19682968044623,3.17140884791611,3.43546195825217
"461",2.34633533288532,3.18360678443622,3.57046295619333
"462",2.2464523806909,3.29395782314255,3.70865539017353
"463",2.26514766022347,3.26249592994482,3.93670445551028
"464",2.40150622677811,3.45901131172839,4.05715169192844
"465",2.32822262255838,3.58234794254602,3.85831297256056
"466",2.44672521243955,3.45459666622838,4.48941798739923
"467",2.64839121855156,2.79260877008697,4.2138777671668
"468",2.59668908580743,2.55059240995514,4.89439994832153
"469",2.84822187793015,2.718461249763,4.56350683633456
"470",2.87407690200147,2.71793902713989,4.37651920818098
"471",2.82804817926793,2.75691235835829,4.33386970264558
"472",3.02358107102675,2.78420860257765,3.84190641907181
"473",3.09555974479915,2.59729986165716,4.06781515086266
"474",3.13758778308567,2.45993284715421,3.83387825926112
"475",3.15494384527023,2.85576394633005,4.20930357659328
"476",3.22229361218754,2.80574668742554,4.19477866987709
"477",3.26101213298471,3.04157466268933,3.85679047389083
"478",3.35539445646346,2.77856946535111,3.99798940436903
"479",3.28731168911326,2.89399878466575,4.45372556709574
"480",3.40831746535532,2.69511534571254,4.47935797660911
"481",3.4435697139167,2.79421168568817,4.46274394122988
"482",3.38048402142808,3.10661119093894,4.74781122143695
"483",3.51012094104332,3.24407229979036,4.30489265655091
"484",3.5132526370452,3.33373458299598,4.66655064335585
"485",3.46663198783432,3.59341484992354,3.9021919273226
